,Symbol,longName,Name,IPO Year,Sector,Effective annual return,CIQ ID,Ticker,Country.1,Short Business Description,IQ_TOTAL_REV,IQ_RETURN_ASSETS,IQ_RETURN_EQUITY,IQ_GROSS_MARGIN,IQ_EBITDA_MARGIN,IQ_NI_MARGIN,IQ_AUDITOR_OPINION,IQ_ASSET_TURNS,IQ_CURRENT_RATIO,IQ_DAYS_SALES_OUT,IQ_DAYS_INVENTORY_OUT,IQ_DAYS_PAYABLE_OUT,IQ_TOTAL_DEBT_EQUITY,IQ_TOTAL_REV_1YR_ANN_GROWTH,IQ_NI_1YR_ANN_GROWTH,IQ_CFO_1YR_ANN_GROWTH,IQ_TOTAL_ASSETS_1YR_ANN_GROWTH,IQ_EBITDA,IQ_PAYOUT_RATIO,IQ_CASH_ST_INVEST,IQ_NPPE,IQ_GW,IQ_RE,IQ_TBV,IQ_NET_DEBT,IQ_CONTINGENT_LIABILITIES,IQ_CASH_OPER,IQ_CASH_INVEST,IQ_NET_CHANGE
48,ADMP,Adamis Pharmaceuticals Corporation,Adamis Pharmaceuticals Corporation Common Stock,,Health Care,-0.179750006,IQ41081420,NasdaqCM:ADMP,United States,"Adamis Pharmaceuticals Corporation, a specialty biopharmaceutical company, develops and commercializes products in the therapeutic areas of allergy, opioid overdose, respiratory, and inflammatory disease in the United States.",0.65954,-59.4138,0.0,60.274,0.0,-287.3873,Unqualified Going Concern,0.12067,0.30626,58.81501,152.84229,0.0,0.0,6.0819,0.0,0.0,-91.2159,-5.17635,0.0,0.0177,0.03173,0.0,-12.17985,-1.41348,0.58207,0.0,-4.98724,5.77246,0.01716
49,ADP,"Automatic Data Processing, Inc.",Automatic Data Processing Inc. Common Stock,,Consumer Discretionary,0.192689437,IQ126269,NasdaqGS:ADP,United States,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide.",8838.4,4.6484,25.4587,48.1207,24.1344,15.0773,Unqualified with Additional Language,0.36012,1.1035,46.24915,0.0,10.23679,14.5173,1.1988,7.8417,-11.8272,6.8141,2133.1,47.2309,2296.1,734.3,2375.5,10716.6,2368.4,-1615.8,0.0,1562.6,-644.1,1347.8
50,ADSK,"Autodesk, Inc.",Autodesk Inc. Common Stock,,Technology,0.220208116,IQ119902,NasdaqGS:ADSK,United States,"Autodesk, Inc. provides 3D design, engineering, and entertainment software and services worldwide.",2315.2,11.8851,14.4498,90.5364,22.9915,7.9302,Unqualified with Additional Language,0.99946,1.73478,55.56685,0.0,118.35269,3.9749,6.5979,-48.456,-16.1751,9.425,532.3,0.0,981.1,120.6,542.5,241.5,654.9,-936.6,0.0,593.9,-478.1,-0.3
51,ADTN,"ADTRAN Holdings, Inc.",ADTRAN Holdings Inc. Common Stock,1994.0,Telecommunications,-0.061799367,IQ332752,NasdaqGS:ADTN,United States,"ADTRAN Holdings, Inc., through its subsidiaries, provides end-to-end fiber networking solutions for communications service provider, enterprises, and government customers in the United States, Germany, the United Kingdom, Mexico, and internationally.",484.185,12.5509,17.9205,59.267,23.6097,15.329,Unqualified with Additional Language,0.93285,6.82011,45.52937,86.13124,43.03168,10.5521,-3.2938,-5.5485,-22.1561,19.1818,114.315,30.296,196.604,74.309,0.0,649.256,452.515,-148.854,0.0,90.155,-85.984,-17.774
52,ADUS,Addus HomeCare Corporation,Addus HomeCare Corporation Common Stock,2009.0,Health Care,0.26142885,IQ1108195,NasdaqGS:ADUS,United States,"Addus HomeCare Corporation, together with its subsidiaries, provides personal care services to elderly, chronically ill, disabled persons, and individuals who are at risk of hospitalization or institutionalization in the United States.",259.305,5.4744,5.7926,29.5451,6.9119,1.389,Unqualified,1.74579,2.16927,84.265,0.0,7.63361,61.1155,9.7327,-10.4649,0.0,18.8341,17.923,46.4464,0.518,3.133,59.482,-0.054,8.003,48.721,0.0,-8.925,-14.848,-5.595
53,ADX,"Adams Diversified Equity Fund, Inc.",Adams Diversified Equity Fund Inc.,,Finance,0.12981879,IQ318159,NYSE:ADX,United States,"Adams Diversified Equity Fund, Inc. is a publicly owned investment manager.",19.61156,0.7008,25.1769,100.0,0.0,1209.9905,Unqualified,0.01896,1.05689,0.0,0.0,0.0,0.0,-26.444,0.0,0.0,15.2289,0.0,0.0,0.49779,0.0,0.0,88.18816,1045.02734,-0.49779,0.0,0.0,0.0,0.0
54,AE,"Adams Resources & Energy, Inc.",Adams Resources & Energy Inc. Common Stock,1980.0,Energy,0.076139819,IQ247978,NYSEAM:AE,United States,"Adams Resources & Energy, Inc., through its subsidiaries, primarily engages in the marketing, transportation, terminalling, and storage in various crude oil and natural gas basins in the United States.",1943.128,1.7381,5.012,1.354,1.0546,0.2135,Unqualified with Additional Language,8.44238,1.2337,25.86025,2.80539,26.02779,0.0,-53.2866,0.0,63.3917,18.2409,20.494,50.8315,16.806,42.305,0.0,71.686,83.801,-16.806,0.0,22.285,-21.578,-1.402
55,AEE,Ameren Corporation,Ameren Corporation Common Stock,,Utilities,0.152376032,IQ373264,NYSE:AEE,United States,"Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States.",6967.0,3.8815,8.1895,37.1034,31.5917,8.7842,Unqualified,0.30048,1.66102,45.4217,67.6356,63.6341,101.3027,-9.4843,1.157,29.0682,4.5476,2201.0,55.2287,622.0,17610.0,831.0,2455.0,6896.0,7543.0,0.0,1967.0,-1781.0,530.0
57,AEG,Aegon N.V.,AEGON N.V. Common Stock,,Finance,0.005218796,IQ247906,ENXTAM:AGN,Netherlands,"Aegon N.V. provides insurance, pensions, and asset management services in the Americas, the Netherlands, and the United Kingdom.",62465.06627,0.1237,1.2498,27.2823,1.6702,0.468,Unqualified,0.14833,1.25519,0.0,0.0,70.95783,66.1123,695.3467,0.0,0.0,3.3189,1043.35364,313.2352,32520.24363,309.56646,1031.88821,11817.98638,22219.99283,11709.06485,795.41383,-10039.41239,-465.78287,-7872.44715
58,AEHL,Antelope Enterprise Holdings Limited,Antelope Enterprise Holdings Limited Common Stock (0.024 par),,Consumer Discretionary,-0.356134653,IQ61801608,NasdaqCM:AEHL,China,"Antelope Enterprise Holdings Limited, through its subsidiaries, manufactures and sells ceramic tiles for exterior siding and interior flooring, and design in residential and commercial buildings in the People's Republic of China.",122.39997,24.525,40.3035,30.2982,30.1341,18.2903,Unqualified with Additional Language,1.38833,2.80532,101.90946,77.13764,70.70525,5.9156,13.3705,-7.3755,2.828,64.7686,36.88415,0.0,21.98609,9.40012,0.0,50.86878,73.95021,-17.60999,0.0,23.37727,-22.30434,14.42809
59,AEHR,Aehr Test Systems,Aehr Test Systems Common Stock,1997.0,Industrials,0.039882406,IQ24413,NasdaqCM:AEHR,United States,"Aehr Test Systems provides test systems for burning-in semiconductor devices in wafer level, singulated die, and package part form worldwide.",21.407,-8.4545,-125.5724,40.5801,-15.6677,-140.0056,Unqualified with Additional Language,0.72431,3.18337,101.09223,210.6353,103.91222,0.0,-45.168,0.0,0.0,-69.2228,-3.354,0.0,4.36,2.741,0.0,-37.474,9.963,-4.36,0.0,-11.036,-1.113,-11.288
60,AEIS,"Advanced Energy Industries, Inc.",Advanced Energy Industries Inc. Common Stock,1995.0,Consumer Discretionary,0.165024805,IQ343596,NasdaqGS:AEIS,United States,"Advanced Energy Industries, Inc. designs, manufactures, sells, and supports precision power conversion, measurement, and control solutions worldwide.",161.846,-4.8161,-31.0931,30.7638,-12.6601,-63.4584,Unqualified with Additional Language,0.42271,6.03365,120.44708,122.51663,61.77625,0.0,-43.245,0.0,-61.8308,-17.9519,-20.49,0.0,177.507,18.687,0.0,17.261,278.334,-177.507,0.0,9.19,12.958,16.658
61,AEL,American Equity Investment Life Holding Company,American Equity Investment Life Holding Company Common Stock,2003.0,Finance,0.157334084,IQ3635761,NYSE:AEL,United States,"American Equity Investment Life Holding Company, through its subsidiaries, provides life insurance products in the United States.",1191.968,0.392,10.9519,59.3294,10.5983,5.7493,Unqualified with Additional Language,0.06209,10.24398,0.0,0.0,86.81452,77.7482,263.2299,329.736,131.3881,24.7648,126.329,6.5037,528.002,0.0,0.0,312.33,754.623,58.704,0.0,516.551,-2013.73,313.14
62,AEM,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited Common Stock,,,0.020973975,IQ248095,NYSE:AEM,Canada,"Agnico Eagle Mines Limited engages in the exploration, development, and production of mineral properties in Canada, Mexico, and Finland.",613.762,2.116,3.2844,50.0917,32.8404,14.0996,Unqualified,0.16096,3.17148,41.39356,145.16087,68.9485,27.2166,66.3591,18.2746,-5.0085,25.7051,201.562,31.3527,275.56,3581.798,0.0,216.158,2751.761,473.376,0.0,115.106,-587.611,91.898
63,AEMD,"Aethlon Medical, Inc.",Aethlon Medical Inc. Common Stock,,Miscellaneous,-0.407008176,IQ683712,NasdaqCM:AEMD,United States,"Aethlon Medical, Inc., a medical technology company, focuses on developing products to diagnose and treat life and organ threatening diseases in the United States.",0.0,-533.0577,0.0,0.0,0.0,0.0,Unqualified Going Concern,0.0,0.01041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.5604,-2.90697,0.0,0.00616,0.0026,0.0,-38.31141,-4.08772,2.36606,0.0,-1.77739,-0.01183,-0.24853
64,AEO,"American Eagle Outfitters, Inc.",American Eagle Outfitters Inc. Common Stock,,Consumer Discretionary,0.02364803,IQ332273,NYSE:AEO,United States,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands in the United States, Canada, Mexico, and Hong Kong.",2948.679,12.6488,16.7291,40.6007,17.2673,6.0725,Unqualified with Additional Language,1.53924,2.30325,2.28192,60.41526,32.05748,5.3228,-3.4935,-55.2369,-34.7248,5.1398,509.159,46.0144,483.853,740.24,10.706,1694.161,1398.325,-408.853,0.0,303.31,77.272,357.281
65,AEP,"American Electric Power Company, Inc.",American Electric Power Company Inc. Common Stock,,Utilities,0.148559815,IQ135470,NasdaqGS:AEP,United States,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States.",13489.0,3.7044,11.4049,38.0532,32.8489,10.06,Unqualified with Additional Language,0.28853,0.89281,27.71956,61.89597,50.65981,135.9442,-6.5859,-1.6667,-4.107,7.0711,4431.0,55.49,630.0,34344.0,76.0,4451.0,13053.7,17316.0,0.0,2475.0,-2916.0,79.0
66,AER,AerCap Holdings N.V.,AerCap Holdings N.V. Ordinary Shares,2006.0,Consumer Discretionary,0.210885985,IQ896178,NYSE:AER,Ireland,"AerCap Holdings N.V. engages in the lease, financing, sale, and management of commercial flight equipment in China, Hong Kong, Macau, the United States, Ireland, and internationally.",603.557,2.7469,16.0385,57.0393,51.3956,27.3654,Unqualified,0.0991,2.41078,48.1738,144.58052,13.63129,342.9246,-51.7954,8.8007,110.2279,25.1103,310.202,0.0,182.617,11.242,6.776,664.177,1219.834,4664.047,0.0,425.945,-1591.619,-10.946
67,AES,The AES Corporation,The AES Corporation Common Stock,,Utilities,0.063187172,IQ35312,NYSE:AES,United States,The AES Corporation operates as a diversified power generation and utility company.,13110.0,5.0745,22.512,25.6064,30.1296,5.019,Unqualified,0.3527,1.32714,58.98181,20.71412,54.09957,222.293,-13.733,-46.6775,1.5277,13.5867,3950.0,0.0,3430.0,23796.0,1299.0,650.0,2866.0,16443.0,0.0,2193.0,-1917.0,908.0
68,AEY,"ADDvantage Technologies Group, Inc.",ADDvantage Technologies Group Inc. Common Stock,,Consumer Discretionary,0.017891576,IQ410202,NasdaqCM:AEY,United States,"ADDvantage Technologies Group, Inc., through its subsidiaries, engages in the distribution and service of electronics and hardware for the telecommunications industry in the United States and internationally.",42.24359,7.1226,10.8825,30.6033,14.628,7.1466,Unqualified,0.83459,7.21239,47.10398,416.13322,36.68579,58.4847,-25.1645,-35.3227,259.1548,-4.5696,6.1794,0.0,0.7,7.55667,1.56018,36.00734,27.34707,16.20632,0.0,5.72288,-0.03295,0.68479
69,AEZS,Aeterna Zentaris Inc.,Aeterna Zentaris Inc. Common Stock,,Health Care,-0.468807717,IQ416430,TSX:AEZS,United States,"Aeterna Zentaris Inc., a specialty biopharmaceutical company, engages in developing and commercializing therapeutics and diagnostic tests.",63.237,-11.6647,-161.0631,73.906,-17.8677,-39.0973,Unqualified,0.6499,2.54375,16.93746,86.26739,191.62938,2.1677,64.3458,0.0,0.0,-20.38,-11.299,0.0,38.1,4.358,10.246,-127.538,-18.054,-37.9,0.0,-24.138,-1.097,-11.126
70,AFB,"AllianceBernstein National Municipal Income Fund, Inc.",AllianceBernstein National Municipal Income Fund Inc,2002.0,Finance,0.06142267,IQ3603743,NYSE:AFB,United States,"AllianceBernstein National Municipal Income Fund, Inc. is a closed-ended fixed income mutual fund launched and managed by AllianceBernstein L.P. The fund invests in the fixed income markets of the United States.",35.59847,3.0057,13.5257,100.0,0.0,230.5703,Unqualified,0.05433,0.19923,0.0,0.0,0.0,7.4157,-1.608,0.0,0.0,10.1992,0.0,0.0,0.0,0.0,0.0,-21.17796,392.158,47.045,0.0,0.0,0.0,0.0
71,AFG,"American Financial Group, Inc.",American Financial Group Inc. Common Stock,,Finance,0.197621735,IQ295539,NYSE:AFG,United States,"American Financial Group, Inc., an insurance holding company, provides specialty property and casualty insurance products in the United States.",4325.0,2.0421,16.2561,31.1445,25.0173,12.0,Unqualified with Additional Language,0.15986,1.97088,0.0,0.0,213.49033,21.1278,0.7453,164.7959,-5.961,4.7507,1082.0,11.5606,1516.0,0.0,208.0,2274.0,3513.0,-292.0,0.0,915.0,-783.0,-144.0
72,AFL,Aflac Incorporated,AFLAC Incorporated Common Stock,,Finance,0.110932818,IQ250178,NYSE:AFL,United States,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products.",18237.0,1.7514,19.8857,24.2309,13.001,8.2085,Unqualified with Additional Language,0.22317,0.55242,0.0,0.0,84.36866,36.652,10.1667,19.3779,24.0886,6.019,2371.0,35.0033,2323.0,593.0,0.0,12410.0,8417.0,762.0,0.0,6161.0,-5476.0,1382.0
73,AG,First Majestic Silver Corp.,First Majestic Silver Corp. Ordinary Shares (Canada),,,0.115395112,IQ3110160,TSX:FR,Canada,"First Majestic Silver Corp. engages in the acquisition, exploration, development, and production of mineral properties with a focus on silver and gold production in North America.",56.8121,1.1601,3.5406,42.2761,23.1335,10.6035,Unqualified,0.24661,1.31684,13.15935,46.50575,156.78648,3.8043,34.2601,0.0,2.1794,8.7877,13.14267,0.0,6.19786,216.89545,0.0,-31.66268,189.90033,1.02671,0.0,6.39907,-47.38289,-11.01129
74,AGCO,AGCO Corporation,AGCO Corporation Common Stock,,Industrials,0.096936308,IQ317519,NYSE:AGCO,United States,AGCO Corporation manufactures and distributes agricultural equipment and related replacement parts worldwide.,6516.4,2.9122,6.1344,16.4492,5.658,2.0824,Unqualified with Additional Language,1.30934,1.64689,43.15176,85.36219,57.73753,27.0255,-21.2339,-64.8355,25.0089,0.89,368.7,0.0,651.4,910.0,634.0,1517.8,1592.4,-4.3,0.0,347.9,-184.5,145.3
75,AGD,Abrdn Global Dynamic Dividend Fund,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,2006.0,Finance,0.028488859,IQ27246897,NYSE:AGD,United Kingdom,"Abrdn Global Dynamic Dividend Fund  is a closed ended equity mutual fund launched and managed by Alpine Woods Capital Investors, LLC. It invests in the public equity markets across the globe.",43.16928,12.8994,11.049,100.0,0.0,46.1381,Unqualified,0.21866,1.69245,0.0,0.0,0.0,6.9918,-32.4967,0.0,0.0,-1.0281,0.0,0.0,1.81612,0.0,0.0,-291.71846,172.91476,10.27388,0.0,0.0,0.0,0.0
76,AGEN,Agenus Inc.,Agenus Inc. Common Stock,2000.0,Health Care,0.005090145,IQ409956,NasdaqCM:AGEN,United States,"Agenus Inc., a clinical-stage immuno-oncology company, discovers and develops immuno-oncology products in the United States and internationally.",3.33444,-33.4744,0.0,100.0,0.0,0.0,Unqualified with Additional Language,0.06494,5.88854,0.0,0.0,0.0,0.0,25.7767,0.0,0.0,-19.2674,-23.39307,0.0,30.06511,8.89112,2.5722,-562.51212,-20.86704,19.57507,0.0,-24.19301,2.16036,-4.40219
77,AGI,Alamos Gold Inc.,Alamos Gold Inc. Class A Common Shares,2015.0,,-0.062116235,IQ883515,TSX:AGI,Canada,"Alamos Gold Inc. engages in the acquisition, exploration, development, and extraction of precious metals in Canada and Mexico. The company primarily explores for gold and silver deposits.",206.801,2.5436,1.1406,51.9542,38.1294,3.9675,Unqualified,0.23488,4.95315,2.23709,221.53858,72.0072,4.6481,-2.692,-78.7722,39.8423,21.0661,78.852,0.0,128.977,628.74,106.799,-104.686,685.538,-92.148,0.0,78.218,-77.462,125.719
78,AGM,Federal Agricultural Mortgage Corporation,Federal Agricultural Mortgage Corporation Common Stock,,Finance,0.306139493,IQ360653,NYSE:AGM,United States,Federal Agricultural Mortgage Corporation provides a secondary market for various loans made to borrowers in the United States.,183.883,1.7712,39.8423,100.0,0.3985686550687122,54.1648,Unqualified with Additional Language,0.0327,0.66448,0.0,0.0,0.0,1668.2906,0.0,0.0,0.0,20.1966,73.29,19.4066,1633.935,0.0,0.0,28.127,138.613,4045.043,0.0,73.29,-639.635,376.382
79,AGNC,AGNC Investment Corp.,AGNC Investment Corp. Common Stock,2008.0,Real Estate,0.107953514,IQ41018622,NasdaqGS:AGNC,United States,AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States.,130.091,3.7762,29.4695,100.0,0.7166521896211113,91.1754,Unqualified,0.04142,0.07963,0.0,0.0,0.0,705.8296,84.607,95.7166,77.251,179.2739,93.23,67.7146,214.763,0.0,0.0,19.94,546.822,3644.869,0.0,93.23,-2565.941,146.791
80,AGO,Assured Guaranty Ltd.,Assured Guaranty Ltd. Common Stock,2004.0,Finance,0.099167482,IQ8251227,NYSE:AGO,Bermuda,"Assured Guaranty Ltd., through its subsidiaries, provides credit protection products to public finance, infrastructure, and structured finance markets in the United States and internationally.",860.859,1.4002,3.1212,47.9939,0.0,9.9874,Unqualified with Additional Language,0.0807,0.37365,219.98076,0.0,93.76339,30.3912,55.6178,24.8174,-34.619,268.315,0.0,25.974,1712.412,0.0,0.0,778.661,3509.3,1022.28,0.0,279.17,-1397.221,31.828
81,AGX,"Argan, Inc.",Argan Inc. Common Stock,,Industrials,0.130842196,IQ298718,NYSE:AGX,United States,"Argan, Inc., through its subsidiaries, provides engineering, procurement, construction, commissioning, operations management, maintenance, project development, technical, and consulting services to the power generation and renewable energy markets.",220.926,8.0183,16.5641,14.885,9.2442,4.535,Unqualified,1.57228,1.98793,41.24417,4.04357,65.99968,5.2258,6.8431,0.0,0.0,-7.335,20.423,0.0,74.666,1.214,18.476,-8.337,56.975,-70.532,0.0,-11.468,-3.911,7.839
82,AGYS,"Agilysys, Inc.",Agilysys Inc. Common Stock (DE),,Technology,0.102471871,IQ297147,NasdaqGS:AGYS,United States,"Agilysys, Inc., together with its subsidiaries, operates as a developer and marketer of hardware and software products and services to the hospitality industry in North America, Europe, the Asia-Pacific, and India.",720.957,-0.3239,-83.9614,27.1989,2.5833,-39.4106,Unqualified with Additional Language,1.3472,1.44725,80.71063,18.29782,43.05139,38.6857,-5.1583,0.0,0.0,-46.1918,18.625,0.0,36.244,26.07,50.382,199.947,105.676,38.273,0.0,-80.313,-11.111,-33.691
83,AHPI,"Allied Healthcare Products, Inc.",Allied Healthcare Products Inc. Common Stock,1992.0,Health Care,-0.18710013,IQ24618,OTCPK:AHPI,United States,"Allied Healthcare Products, Inc. manufactures and markets respiratory products for use in the health care industry in a range of hospitals and alternate site settings worldwide.",52.07268,-1.8159,-47.8742,22.6598,0.0956,-32.1892,Unqualified with Additional Language,1.21819,4.35868,44.2088,111.97653,18.85371,0.0,-7.6138,0.0,0.0,-36.404,0.0498,0.0,1.94336,10.79909,0.0,-0.31738,26.68529,-1.94336,0.0,-2.74223,-1.54451,-4.20565
84,AHT,"Ashford Hospitality Trust, Inc.",Ashford Hospitality Trust Inc Common Stock,2003.0,Real Estate,0.045884775,IQ5647906,NYSE:AHT,United States,"Ashford Hospitality Trust is a real estate investment trust (REIT) focused on investing predominantly in upper upscale, full-service hotels.",840.17,1.03,-15.5049,28.505,24.5951,-29.7846,Unqualified,0.20357,4.9775,20.94115,1.91881,56.19978,272.8662,-18.3607,0.0,-54.7475,-9.7976,206.641,0.0,259.813,3383.759,0.0,-412.011,834.916,2512.666,0.0,65.614,-44.754,-76.429
85,AIG,"American International Group, Inc.",American International Group Inc. New Common Stock,,Finance,0.089532888,IQ250388,NYSE:AIG,United States,"American International Group, Inc. offers insurance products for commercial, institutional, and individual customers in North America and internationally.",76670.0,0.231,-16.0385,10.4473,19.8656,-14.2806,Unqualified with Additional Language,0.08978,1.60567,91.82305,0.0,246.28704,146.3896,20.0388,0.0,0.0,-1.4915,15231.0,0.0,93378.0,44091.0,6195.0,-11491.0,16845.0,140577.0,0.0,18584.0,5778.0,-4242.0
86,AIM,AIM ImmunoTech Inc.,AIM ImmunoTech Inc. Common Stock,1997.0,Health Care,-0.464875951,IQ97799,NYSEAM:AIM,United States,"AIM ImmunoTech Inc., an immuno-pharma company, focuses on the research and development of therapeutics to treat multiple types of cancers, viral diseases, and immune-deficiency disorders in the United States.",0.111,-20.8362,-20.4444,0.0,0.0,0.0,Unqualified,0.00284,22.33423,0.0,269.99999,0.0,0.0,-58.1133,0.0,0.0,391.9688,-12.296,0.0,58.072,4.839,0.0,-204.589,57.858,-58.072,0.0,-9.297,-0.574,51.953
